,pred
2023-06-26,25.530960000000004
2023-06-27,25.52859000000001
2023-06-28,25.544770000000014
2023-06-29,25.53579000000001
2023-06-30,25.538190000000007
2023-07-01,25.52262000000001
2023-07-02,25.521420000000013
2023-07-03,25.530960000000004
2023-07-04,25.52859000000001
2023-07-05,25.544770000000014
2023-07-06,25.53579000000001
2023-07-07,27.70907
2023-07-08,27.720210000000005
2023-07-09,27.719480000000008
2023-07-10,27.790540000000007
2023-07-11,27.95719
2023-07-12,27.960250000000002
2023-07-13,28.506850000000004
2023-07-14,28.87847000000001
2023-07-15,29.297800000000002
2023-07-16,30.118660000000006
2023-07-17,30.33817000000001
2023-07-18,30.566510000000008
2023-07-19,30.57769000000001
2023-07-20,30.6505
2023-07-21,30.806970000000007
2023-07-22,30.80016000000001
2023-07-23,30.805230000000005
2023-07-24,31.003320000000002
2023-07-25,31.687750000000005
2023-07-26,31.782590000000006
2023-07-27,32.413729999999994
2023-07-28,37.33163
2023-07-29,37.75007
2023-07-30,37.77777
2023-07-31,39.6119
2023-08-01,40.5188
2023-08-02,42.36449999999999
2023-08-03,42.579899999999995
2023-08-04,42.62780000000001
2023-08-05,42.64950000000001
2023-08-06,42.6526
2023-08-07,42.952099999999994
2023-08-08,42.95859999999999
2023-08-09,42.95989999999999
2023-08-10,43.27819999999998
2023-08-11,43.6932
2023-08-12,44.0963
2023-08-13,44.341899999999995
2023-08-14,44.57539999999999
2023-08-15,47.344000000000015
2023-08-16,65.04310000000001
2023-08-17,65.5067
2023-08-18,67.7524
2023-08-19,69.0231
2023-08-20,74.8176
2023-08-21,77.0204
2023-08-22,78.2373
2023-08-23,78.61190000000002
2023-08-24,82.85979999999999
2023-08-25,84.4403
2023-08-26,85.52519999999997
2023-08-27,88.70949999999998
2023-08-28,89.0055
2023-08-29,89.58449999999999
2023-08-30,62.83349999999996
2023-08-31,16.24290000000001
2023-09-01,16.22090000000001
2023-09-02,16.80400000000001
2023-09-03,16.80710000000001
2023-09-04,16.815200000000008
2023-09-05,16.810900000000007
2023-09-06,16.81290000000001
2023-09-07,16.826000000000008
2023-09-08,16.80400000000001
2023-09-09,16.80400000000001
2023-09-10,16.80710000000001
2023-09-11,16.815200000000008
2023-09-12,16.810900000000007
2023-09-13,16.81290000000001
2023-09-14,16.826000000000008
2023-09-15,16.80400000000001
2023-09-16,16.80400000000001
2023-09-17,16.80710000000001
