,pred
2023-06-26,2.2583400000000027
2023-06-27,2.2583400000000027
2023-06-28,2.2585400000000027
2023-06-29,2.2584400000000024
2023-06-30,2.2582400000000025
2023-07-01,2.2582800000000027
2023-07-02,2.258180000000003
2023-07-03,2.258480000000003
2023-07-04,2.2716900000000013
2023-07-05,2.2717400000000016
2023-07-06,2.2716400000000014
2023-07-07,2.280990000000002
2023-07-08,2.271440000000002
2023-07-09,2.2713400000000017
2023-07-10,2.2804400000000014
2023-07-11,2.2799400000000016
2023-07-12,2.2728400000000017
2023-07-13,2.244390000000002
2023-07-14,2.176260000000002
2023-07-15,2.148730000000002
2023-07-16,2.142970000000002
2023-07-17,2.1378600000000016
2023-07-18,2.135960000000001
2023-07-19,2.1321600000000007
2023-07-20,2.1258
2023-07-21,2.115600000000001
2023-07-22,2.1090000000000013
2023-07-23,2.106000000000002
2023-07-24,2.1054000000000026
2023-07-25,2.105500000000003
2023-07-26,2.1055000000000024
2023-07-27,2.1055000000000024
2023-07-28,2.1053000000000024
2023-07-29,2.1053000000000024
2023-07-30,2.105200000000002
2023-07-31,2.105500000000003
2023-08-01,2.1054000000000026
2023-08-02,2.105400000000002
2023-08-03,2.1011
2023-08-04,2.0997
2023-08-05,2.0994
2023-08-06,2.0983000000000005
2023-08-07,2.098500000000001
2023-08-08,2.136700000000001
2023-08-09,2.136800000000001
2023-08-10,2.163500000000001
2023-08-11,2.319100000000001
2023-08-12,2.607100000000001
2023-08-13,3.5886000000000013
2023-08-14,4.3742
2023-08-15,5.0612
2023-08-16,5.3777000000000035
2023-08-17,6.040299999999999
2023-08-18,6.886599999999992
2023-08-19,7.0241999999999924
2023-08-20,7.0752999999999915
2023-08-21,7.076899999999992
2023-08-22,7.076899999999992
2023-08-23,7.075499999999992
2023-08-24,7.076299999999992
2023-08-25,7.076699999999992
2023-08-26,7.080299999999997
2023-08-27,7.081299999999995
2023-08-28,7.081099999999996
2023-08-29,6.7077
2023-08-30,6.715099999999998
2023-08-31,6.732699999999998
2023-09-01,7.0302999999999995
2023-09-02,5.691900000000003
2023-09-03,5.701500000000005
2023-09-04,5.688100000000003
2023-09-05,5.687400000000004
2023-09-06,5.704700000000003
2023-09-07,5.703900000000004
2023-09-08,5.703800000000005
2023-09-09,4.570200000000004
2023-09-10,4.5705000000000044
2023-09-11,4.524500000000004
2023-09-12,4.523800000000004
2023-09-13,4.541100000000005
2023-09-14,4.540300000000005
2023-09-15,4.540200000000004
2023-09-16,4.5690000000000035
2023-09-17,5.699100000000003
2023-09-18,5.683900000000002
2023-09-19,5.682900000000003
2023-09-20,5.700200000000003
2023-09-21,6.799699999999999
2023-09-22,7.092499999999998
2023-09-23,7.146199999999998
2023-09-24,7.146199999999998
2023-09-25,7.145899999999998
2023-09-26,7.256299999999998
2023-09-27,7.2563999999999975
2023-09-28,7.143599999999999
2023-09-29,6.794700000000001
2023-09-30,6.7933
2023-10-01,6.7945
2023-10-02,6.7957
2023-10-03,6.792900000000002
2023-10-04,5.695400000000003
2023-10-05,5.681600000000003
2023-10-06,5.681000000000003
2023-10-07,5.6803000000000035
2023-10-08,5.680100000000003
2023-10-09,5.666000000000002
2023-10-10,3.5572000000000026
2023-10-11,3.585500000000003
2023-10-12,3.5844000000000023
2023-10-13,3.584100000000002
2023-10-14,3.6140000000000017
2023-10-15,3.6138000000000017
2023-10-16,3.569500000000003
2023-10-17,3.5688000000000026
2023-10-18,3.585500000000003
2023-10-19,3.5844000000000023
2023-10-20,3.584100000000002
2023-10-21,3.6140000000000017
2023-10-22,3.6138000000000017
2023-10-23,3.569300000000003
2023-10-24,3.5762000000000027
2023-10-25,3.600500000000003
2023-10-26,3.5994000000000024
2023-10-27,3.5991000000000017
2023-10-28,3.6290000000000013
2023-10-29,3.628800000000002
2023-10-30,3.584500000000003
2023-10-31,3.5838000000000028
2023-11-01,3.6320000000000032
2023-11-02,3.7338000000000022
2023-11-03,3.733500000000002
2023-11-04,3.807100000000002
2023-11-05,3.8069000000000015
2023-11-06,4.510700000000003
2023-11-07,5.5415000000000045
2023-11-08,5.555500000000004
2023-11-09,6.492400000000001
2023-11-10,6.6881
2023-11-11,6.683900000000001
2023-11-12,6.727400000000001
2023-11-13,6.7143000000000015
2023-11-14,6.711700000000002
2023-11-15,6.808300000000002
2023-11-16,6.9971000000000005
2023-11-17,6.972800000000002
2023-11-18,6.941200000000004
2023-11-19,6.907900000000003
2023-11-20,6.8773000000000035
2023-11-21,6.8670000000000035
2023-11-22,6.8510000000000035
2023-11-23,6.852700000000003
2023-11-24,6.830500000000003
2023-11-25,6.833500000000002
2023-11-26,6.8088
2023-11-27,6.797300000000003
2023-11-28,6.790000000000001
2023-11-29,6.775400000000002
2023-11-30,6.7733000000000025
2023-12-01,6.7428
2023-12-02,6.733699999999999
2023-12-03,6.720599999999999
2023-12-04,6.7112
2023-12-05,6.705900000000001
2023-12-06,6.7061
2023-12-07,6.697100000000001
2023-12-08,6.6899
2023-12-09,6.685900000000001
2023-12-10,6.685600000000001
2023-12-11,6.684700000000001
2023-12-12,6.684700000000001
2023-12-13,6.684900000000002
2023-12-14,6.684400000000002
2023-12-15,6.682800000000002
2023-12-16,6.6781000000000015
2023-12-17,6.678000000000001
2023-12-18,6.673500000000001
2023-12-19,6.6733
2023-12-20,6.6696
2023-12-21,6.6662
2023-12-22,6.656300000000001
2023-12-23,6.655400000000001
2023-12-24,6.655
2023-12-25,6.649800000000002
2023-12-26,6.649600000000001
2023-12-27,6.649800000000002
2023-12-28,6.641600000000002
