,pred
2023-06-26,0.33184000000000013
2023-06-27,0.37064
2023-06-28,0.33383000000000007
2023-06-29,1.0765200000000008
2023-06-30,0.7408300000000001
2023-07-01,0.7330200000000002
2023-07-02,0.7315700000000003
2023-07-03,1.2784700000000009
2023-07-04,1.2753000000000008
2023-07-05,1.2612000000000008
2023-07-06,1.2615500000000008
2023-07-07,1.269510000000001
2023-07-08,1.2562100000000007
2023-07-09,1.250510000000001
2023-07-10,1.2891100000000009
2023-07-11,1.2870100000000009
2023-07-12,1.272610000000001
2023-07-13,1.265240000000001
2023-07-14,1.271980000000001
2023-07-15,1.2571800000000009
2023-07-16,1.2511800000000008
2023-07-17,1.289540000000001
2023-07-18,1.3321400000000005
2023-07-19,1.3180400000000005
2023-07-20,1.5449700000000002
2023-07-21,1.5475700000000003
2023-07-22,1.4202700000000008
2023-07-23,1.4890700000000003
2023-07-24,1.6487200000000002
2023-07-25,1.6595700000000002
2023-07-26,1.6793299999999995
2023-07-27,1.8548299999999995
2023-07-28,2.0084299999999984
2023-07-29,2.6984999999999983
2023-07-30,2.672499999999998
2023-07-31,2.7917999999999994
2023-08-01,2.773599999999999
2023-08-02,5.815
2023-08-03,5.8647
2023-08-04,5.8831999999999995
2023-08-05,5.882
2023-08-06,5.274899999999997
2023-08-07,5.3404
2023-08-08,5.4551
2023-08-09,5.506299999999999
2023-08-10,5.5755
2023-08-11,5.628800000000001
2023-08-12,5.6295
2023-08-13,5.6321
2023-08-14,5.631600000000001
2023-08-15,5.631500000000001
2023-08-16,5.6350999999999996
2023-08-17,6.044
2023-08-18,6.298499999999999
2023-08-19,7.2795
2023-08-20,10.000599999999993
2023-08-21,13.760999999999994
2023-08-22,14.8709
2023-08-23,15.492199999999999
2023-08-24,15.733499999999994
2023-08-25,15.711899999999991
2023-08-26,15.95349999999999
2023-08-27,16.026999999999997
2023-08-28,16.2901
2023-08-29,16.2548
2023-08-30,16.1421
2023-08-31,16.143699999999995
2023-09-01,16.021899999999995
2023-09-02,16.129899999999992
2023-09-03,16.108999999999995
2023-09-04,15.981999999999994
2023-09-05,15.937599999999993
2023-09-06,16.159899999999997
2023-09-07,16.16599999999999
2023-09-08,16.17359999999999
2023-09-09,16.15929999999999
2023-09-10,16.14899999999999
2023-09-11,16.10919999999999
2023-09-12,16.070099999999982
2023-09-13,16.047299999999993
2023-09-14,16.033999999999995
2023-09-15,16.021599999999996
2023-09-16,15.989100000000008
2023-09-17,15.969100000000005
2023-09-18,15.925800000000004
2023-09-19,15.883799999999999
2023-09-20,15.795800000000007
2023-09-21,15.748200000000002
2023-09-22,15.6898
2023-09-23,15.649000000000006
2023-09-24,15.635800000000007
2023-09-25,15.628600000000004
2023-09-26,15.611300000000002
2023-09-27,15.587700000000002
2023-09-28,15.561700000000005
2023-09-29,15.514000000000008
2023-09-30,15.4746
2023-10-01,15.414733333333336
2023-10-02,15.417533333333333
2023-10-03,15.394733333333336
2023-10-04,15.362633333333338
2023-10-05,15.346933333333341
2023-10-06,15.287033333333346
2023-10-07,15.254933333333343
2023-10-08,15.171533333333338
2023-10-09,15.082099999999999
2023-10-10,15.005599999999998
2023-10-11,14.933699999999995
2023-10-12,14.861799999999995
2023-10-13,14.799299999999999
2023-10-14,14.738299999999999
2023-10-15,14.626900000000001
2023-10-16,14.510199999999996
2023-10-17,14.418400000000002
2023-10-18,14.324100000000001
2023-10-19,14.244800000000003
2023-10-20,14.163300000000007
2023-10-21,14.118700000000006
2023-10-22,14.0622
2023-10-23,13.992999999999997
2023-10-24,13.950199999999997
2023-10-25,13.902299999999995
2023-10-26,13.841
2023-10-27,13.764800000000003
2023-10-28,13.651799999999998
2023-10-29,13.5677
2023-10-30,13.5208
2023-10-31,13.492899999999997
2023-11-01,13.474600000000002
2023-11-02,13.447999999999995
2023-11-03,13.427299999999997
2023-11-04,13.402599999999998
2023-11-05,13.272
2023-11-06,13.157499999999997
2023-11-07,13.114699999999996
2023-11-08,13.058299999999997
2023-11-09,12.952399999999997
2023-11-10,12.933800000000002
2023-11-11,12.928999999999998
2023-11-12,12.862299999999996
2023-11-13,12.774799999999995
2023-11-14,12.582099999999992
2023-11-15,12.466799999999992
2023-11-16,12.398099999999998
2023-11-17,12.375299999999998
2023-11-18,12.312599999999998
2023-11-19,12.170999999999998
2023-11-20,12.062999999999999
2023-11-21,11.989499999999996
2023-11-22,11.914699999999996
2023-11-23,11.864799999999994
2023-11-24,11.812799999999992
